Year,State,Continuum of Care (CoC),CoC Name,CoC Award Amount,,,,,,
2019,TX,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",TX-624,315554,299,153,0.511705686,19,19,1
2019,TX,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",TX-700,41760038,9623,3140,0.326301569,5386,5128,0.952098032
2019,TX,"Bryan, College Station/Brazos Valley CoC",TX-701,412562,161,71,0.440993789,0,0,NA
2019,UT,Salt Lake City & County CoC,UT-500,8013120,7610,1583,0.208015769,2243,2094,0.93357111
2019,UT,Utah Balance of State CoC,UT-503,1998751,4086,1737,0.425110132,230,201,0.873913043
2019,UT,Provo/Mountainland CoC,UT-504,1393707,745,238,0.319463087,203,189,0.931034483
2019,VA,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",VA-500,4813352,2927,946,0.323197813,555,545,0.981981982
2019,VA,"Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton Counties CoC",VA-501,3749505,2464,700,0.284090909,551,541,0.98185118
2019,VA,"Roanoke City & County, Salem CoC",VA-502,890645,2061,380,0.184376516,61,60,0.983606557
2019,VA,Virginia Beach CoC,VA-503,1763592,625,267,0.4272,324,316,0.975308642
2019,VA,Charlottesville CoC,VA-504,417497,326,86,0.263803681,41,39,0.951219512
2019,VA,"Newport News, Hampton/Virginia Peninsula CoC",VA-505,1912704,999,354,0.354354354,299,288,0.963210702
2019,VA,Portsmouth CoC,VA-507,1209142,173,41,0.23699422,143,140,0.979020979
2019,VA,Lynchburg CoC,VA-508,371673,648,286,0.441358025,67,65,0.970149254
2019,VA,"Harrisburg, Winchester/Western Virginia CoC",VA-513,368464,596,344,0.577181208,91,85,0.934065934
2019,VA,"Fredericksburg/Spotsylvania, Stafford Counties CoC",VA-514,367448,700,325,0.464285714,56,51,0.910714286
2019,VA,Virginia Balance of State CoC,VA-521,1414751,2040,1134,0.555882353,66,61,0.924242424
2019,VA,Arlington County CoC,VA-600,2659145,660,300,0.454545455,304,296,0.973684211
2019,VA,Fairfax County CoC,VA-601,8984188,2291,1091,0.476211261,718,702,0.977715877
2019,VA,Loudoun County CoC,VA-602,171024,232,104,0.448275862,21,19,0.904761905
2019,VA,Alexandria CoC,VA-603,860624,571,193,0.338003503,50,50,1
2019,VA,Prince William County CoC,VA-604,994546,867,454,0.523644752,35,34,0.971428571
2019,VI,Virgin Islands CoC,VI-500,197155,74,21,0.283783784,46,40,0.869565217
2019,VT,Vermont Balance of State CoC,VT-500,3767758,2083,1290,0.619299088,269,259,0.962825279
2019,VT,Burlington/Chittenden County CoC,VT-501,1124840,869,426,0.490218642,103,96,0.932038835
2019,WA,Seattle/King County CoC,WA-500,47515340,13424,5110,0.380661502,6854,6593,0.961920047
2019,WA,Washington Balance of State CoC,WA-501,8730488,11870,5941,0.500505476,2221,2026,0.912201711
2019,WA,Spokane City & County CoC,WA-502,4085440,5536,2386,0.43099711,918,871,0.948801743
2019,WA,"Tacoma, Lakewood/Pierce County CoC",WA-503,3609841,4332,1450,0.334718375,1143,1021,0.893263342
2019,WA,Everett/Snohomish County CoC,WA-504,10464602,2193,1099,0.501139991,2153,2081,0.966558291
2019,WA,Vancouver/Clark County CoC,WA-508,1973789,1548,649,0.419250646,453,444,0.98013245
2019,WI,Wisconsin Balance of State CoC,WI-500,10532123,9882,4320,0.43715847,801,764,0.95380774
2019,WI,Milwaukee City & County CoC,WI-501,10813357,4497,1078,0.239715366,2046,2020,0.987292278
2019,WI,Racine City & County CoC,WI-502,1001094,729,298,0.40877915,119,117,0.983193277
2019,WI,Madison/Dane County CoC,WI-503,3683891,2053,679,0.330735509,1262,1209,0.95800317
2019,WV,"Wheeling, Weirton Area CoC",WV-500,423756,314,159,0.506369427,30,24,0.8
2019,WV,"Huntington/Cabell, Wayne Counties CoC",WV-501,2785647,793,251,0.316519546,567,543,0.957671958
2019,WV,"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",WV-503,1459428,892,482,0.540358744,85,80,0.941176471
2019,WV,West Virginia Balance of State CoC,WV-508,4145781,2954,1363,0.46140826,255,240,0.941176471
2019,WY,Wyoming Statewide CoC,WY-500,358277,2365,1013,0.42832981,85,76,0.894117647
